"","SITEVISITID","METHOD","OBS_YEAR","REGION","ANALYSIS_SCHEME","SEC_NAME","ISLAND","SITE","DATE_","REEF_ZONE","DEPTH_BIN","LATITUDE","LONGITUDE","DEPTH","HARD_CORAL","CCA","MA","SAND","OTHER_BENTHIC","nCounts","nReps","H","R","E","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","UNKNOWN","TotFish","Acanthuridae","Scaridae","Serranidae","Mullidae","Holocentridae","Carangidae","Lutjanidae","Lethrinidae","Carcharhinidae","Sphyraenidae","Sphyrnidae","Caesionidae","Chanidae","Anthiadinae","Scombridae","Myliobatidae","SPECIESRICHNESS","GEOREGION"
"361",184,"BLT",2002,"PRIAs","RAMP_BASIC","Kingman","Kingman","KIN-00011",2002-03-19,"Forereef","Mid",6.38198,-162.3462,15,NA,NA,NA,NA,0,6,3,1.77080837995999,20.5,0.589335550812099,520.943854230847,25.1822708450982,5.00918549858999,5.40334193739104,0,556.538652511927,23.9762732030678,1.83734928610426,5.81837080985086,0.0174181576318594,0.0526894120057046,8.69335882446207,138.777997193437,0,367.189575760802,0,0,0,0,1.06325251204341,0,0,31,"EAST"
"362",185,"BLT",2002,"PRIAs","RAMP_BASIC","Kingman","Kingman","KIN-00017",2002-03-19,"Forereef","Mid",6.38217,-162.39873,15,NA,NA,NA,NA,0,6,3,2.31260100775716,32.8333333333333,0.664359268452556,1178.89953288811,34.2301335726571,21.2342934161221,45.1496240080418,0,1279.51358388493,38.4906555788745,10.3355292789203,19.5344780051622,2.30501102106789,3.77402020068484,0,509.440686987809,3.14209506740722,675.50102544779,0,0,0,0,3.14676061934157,0,0,47,"SOUTH"
"363",2001,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00126",2010-01-24,"Lagoon","Mid",16.72178,-169.51051,11.5,27.5,5,2.5,20,45,4,2,2.20486128914912,14,0.83591726721675,10.4948522869803,0,23.9488381662904,2.92267863888019,0,37.3663690921509,8.54473774368215,15.4041004226083,0,0.206001105011772,0,10.4948522869803,0,0,0,0,0,0,0,0,0,0,21.5,"LAGOON"
"364",2004,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00120",2010-01-24,"Protected Slope","Mid",16.70251,-169.53903,17,60,7.5,0,5,27.5,2,1,2.04890980815906,20.5,0.679328679175803,104.816865326892,3.90144371086597,35.6511615264611,3.95642032998801,0,148.325890894207,28.0933347831829,4.68141426534733,0,0,0,98.5437116201306,3.17514111468331,0,0,0,0,0,0,0,0,0,25,"SOUTH"
"365",2007,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00106",2010-01-25,"Forereef","Mid",16.77455,-169.50465,13,10,5,3,8.75,73.25,4,2,2.48382927933718,27,0.756098659071638,28.6155876867304,25.3549507881021,18.4728387037188,6.52506754958003,0,78.9684447281313,9.36053058863295,8.07351608429398,0,2.37800456885274,18.1241048608878,12.0426208906128,15.1264168337354,0,0,0,0,0,0,0,0,0,38,"NORTH"
"366",2010,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00112",2010-01-25,"Forereef","Deep",16.76768,-169.52347,24,6,3.5,4,7.5,79,2,1,2.046448897227,24.5,0.642345329087638,0.802079449648228,0.823102201755425,13.0222866797543,8.47506736233141,0,23.1225356934893,9.08763553212512,1.50982544450879,0,0.302215359054133,1.40625826774346,0,0,0,0,0,0,0,0,0,0,0,33,"NORTH"
"367",2011,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00110",2010-01-24,"Forereef","Deep",16.7124,-169.56126,20,16.25,16.25,2.5,12.5,52.5,4,2,2.32068291948131,25,0.725212506537877,210.050719820096,20.1943270907476,28.9854573935169,5.00390060015069,0,264.234404904511,25.5037974938867,1.0023790911317,0,0.709025933385622,7.07500475269846,39.2180282073672,10.7244036783487,0,165.315262443901,0,0,0,0,0,0,0,35,"NORTH"
"368",2012,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00119",2010-01-25,"Lagoon","Shallow",16.78178,-169.46387,5.5,47.5,17.5,0,0,35,4,2,2.40358395192469,18.25,0.827990725273755,3.95283323968714,1.27830230018884,11.8122925575928,3.19590583783407,0,20.2393339353029,10.3769332824888,1.23720739009874,0,0.0625591264693369,0,0,1.04719496216061,0,0,0,0,0,0,0,0,0,23.5,"LAGOON"
"369",2013,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00121",2010-01-25,"Protected Slope","Mid",16.68651,-169.55745,15,5.75,6.25,0,28.75,59.25,4,2,2.11864388276936,15.25,0.7806587130047,4.82054404171998,3.65447832329902,47.2416187519288,1.11168565810655,0,56.8283267750544,40.5021552246277,6.3365133974899,0,0.0247183538270424,0,4.69316703559876,0,0,0,0,0,0,0,0,0,0,22.5,"SOUTH"
"370",2014,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00100",2010-01-25,"Backreef","Shallow",16.71873,-169.55585,3.5,72.5,0,0,8.75,18.75,4,2,2.14139443495356,18.25,0.73788487788396,8.92372120813779,1.12942497886393,27.3118386538791,3.87431279800802,0,41.2392976388888,22.9956594840166,4.31617916986246,0,0.399406989953798,0,7.06372848756988,0,0,0,0,0,0,0,0,0,0,24.5,"BACKREEF"
"371",2015,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00111",2010-01-25,"Forereef","Deep",16.73732,-169.55008,20,27.5,5,7.5,15,45,2,1,2.06706362668508,22.5,0.664354187952087,74.6033610895853,1.67929306656009,5.47773813440114,4.42495851434264,0,86.1853508048892,4.79413384926583,0.267857933968289,0,0.572745871482155,2.93933730991427,73.8938731107172,0,0,0,0,0,0,0,0,0,0,33,"NORTH"
"372",2018,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00116",2010-01-26,"Lagoon","Shallow",16.7304,-169.5137,4,8.25,11.75,0,21.25,58.75,4,2,2.27965756516431,15.75,0.836497079099095,0,1.94080681380617,15.5380623994783,1.99936740819233,0,19.4782366214768,6.18542216558686,9.33453660454865,0,0.442744121761754,0,0,0,0,0,0,0,0,0,0,0,0,22.5,"LAGOON"
"373",2019,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00127",2010-01-26,"Lagoon","Mid",16.72109,-169.49561,6,5.5,42,5,30,17.5,4,2,2.05978116658166,13.25,0.830092535036296,0,0.0933272802233679,5.05431495034218,1.4807897520566,0,6.62843198262215,1.20109064799043,3.8117434402954,0,0.266835171932596,0,0,0,0,0,0,0,0,0,0,0,0,18.5,"LAGOON"
"374",2023,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00139",2010-01-26,"Lagoon","Deep",16.76081,-169.44568,23,3.75,6.25,8.75,57.5,23.75,4,2,1.28073618289024,5.25,0.891587194406769,2.7877752086993,0,12.3330009667335,0.887495532472238,0,16.008271707905,4.96028558750397,6.70438393051461,0,0.147041982139519,0,2.7877752086993,0,0,0,0,0,0,0,0,0,0,9,"LAGOON"
"375",2025,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00134",2010-01-26,"Protected Slope","Deep",16.69573,-169.4566,19,8,8,1.5,56.25,26.25,4,2,0.956654260409388,7.5,0.843198869826348,16.9818698882237,0.474184246236342,2.76471603911457,1.1025864088031,0,21.3233565823778,2.71161059276583,0.0320451691274246,0,1.51022474850494,0.796368047866512,7.96217395887859,7.45747264288822,0,0,0,0,0,0,0,0,0,14,"SOUTH"
"376",2027,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00107",2010-01-26,"Protected Slope","Mid",16.77859,-169.43379,15.5,42.5,45,2.5,3.75,6.25,4,2,2.71973561270086,25.75,0.838297147277083,55.3086261477578,19.3688344539619,17.8902402663869,10.9784523100905,0,103.546153178197,27.9573142554707,0.683591273581895,0,3.38074843565791,3.69318571697166,34.2666516224793,19.7231344658652,0,0,0,0,0,0,0,0,0,34.5,"SOUTH"
"377",2028,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00124",2010-01-26,"Protected Slope","Mid",16.70556,-169.49425,12,5,31.25,20,16.25,27.5,4,2,1.99047692091376,15,0.73907801670125,15.3891516925267,0.845238418326544,20.9213760662066,1.54203995574132,0,38.6978061328012,18.7682197350707,1.72337598249453,0,0.131072713623767,0,14.5740576890418,0.815094003484925,0,0,0,0,0,0,0,0,0,19,"SOUTH"
"378",2030,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00114",2010-01-26,"Forereef","Deep",16.782,-169.43864,27,25,52.5,7.5,10,5,2,1,1.85156171146485,23,0.590516704530476,2.56533067416967,0.915947442114651,6.50561078810606,2.57115534397593,0,12.5580442483663,5.02780401575373,1.31687224431154,0,0.344498583010763,0.252155334786203,0,1.39545780863429,0,0,0,0,0,0,0,0,0,31,"NORTH"
"379",2031,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00131",2010-01-26,"Lagoon","Mid",16.76082,-169.44568,10.5,18.75,48.75,0,30,2.5,4,2,2.31535361184224,15,0.854682697277092,5.33518717024297,0.0788952843053794,11.6993301928346,4.4646498390083,0,21.5780624863912,10.1938577505871,1.50547244224745,0,0.241193499555446,1.46966865495714,3.23717716267941,0,0,0,0,0,0,0,0,0,0,20.5,"LAGOON"
"380",2034,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00122",2010-01-27,"Protected Slope","Mid",16.69072,-169.50139,12,0.75,22.25,10,2.5,64.5,4,2,1.69206618757848,15.75,0.619365396610766,12.1812361020972,0.582428799396698,27.5758166683207,1.18759818266437,0,41.527079752479,22.7033008259195,4.82196432151679,0,0.325161293115574,0,3.71875102240361,8.32313257659309,0,0,0,0,0,0,0,0,0,21.5,"SOUTH"
"381",2035,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00144",2010-01-27,"Lagoon","Shallow",16.74967,-169.53238,3,28.75,16.25,0,12.5,42.5,4,2,2.38550866390452,17.25,0.841585661902318,0.710740775844567,0.217765150351303,7.62392751590595,4.80085877725581,0,13.3532922193576,2.1912392771651,5.14624142317552,0,0.352517188307557,1.13718051610417,0,0,0,0,0,0,0,0,0,0,0,24,"LAGOON"
"382",2036,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00440",2010-01-27,"Protected Slope","Deep",16.67791,-169.48006,24,8.75,3.75,0,78.75,8.75,4,2,2.0930736038687,10.5,0.937039819367391,13.7432541901574,4.13572608497302,4.54406700339413,3.4606459412195,0,25.8836932197441,2.74644891570172,1.22242203607645,0,1.38745974222745,3.71101262620963,11.5317253788942,0.950685526735588,0,0,0,0,0,0,0,0,0,16.5,"SOUTH"
"383",2037,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00132",2010-01-27,"Protected Slope","Deep",16.68097,-169.54224,22,1.25,8.75,11.25,61.25,17.5,4,2,1.24143014254213,4.75,0.955619021179865,61.3205700408853,0,25.038722911735,0.165908043933836,0,86.5252009965541,19.778970352434,5.25975255930096,0,0,0,19.6948450345401,0,0,41.6257250063452,0,0,0,0,0,0,0,8,"SOUTH"
"384",2038,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00142",2010-01-27,"Lagoon","Shallow",16.72787,-169.55009,4.5,36.25,16.25,0,0.5,47,4,2,2.2290902526235,18.75,0.764678716938351,3.16550166053352,1.32212836471623,13.9597126968134,3.511977853212,0,21.9593205752752,8.9407028160979,4.7172723962356,0,0.610979039764021,0.240534049360658,2.97210901722962,0,0,0,0,0,0,0,0,0,0,22.5,"LAGOON"
"385",2039,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00452",2010-01-27,"Lagoon","Mid",16.75345,-169.52954,8,48.75,7.5,0,28.75,15,4,2,2.48174292067578,17,0.875867292236963,8.37035639438161,0.342320562234562,74.5966624908578,3.40366986370265,0,86.7130093111766,1.93493506508264,72.6617274257751,0,0.087272931354327,0.0237491381902883,0,5.99423564514279,0,0,0,0,0,0,0,0,0,23,"LAGOON"
"386",2041,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00115",2010-01-27,"Lagoon","Shallow",16.7265,-169.51645,5,31.25,13.75,0,21.25,33.75,4,2,2.48923091301927,21,0.820858122629572,0.961643259575597,10.7931304835892,18.7215551606543,5.23325510759412,0,35.7095840114132,11.9730938524889,6.35606694286987,0,0.554995862618233,0,0.412005734507026,0,0,0,0,0,0,0,0,0,0,28.5,"LAGOON"
"387",2045,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00447",2010-01-28,"Protected Slope","Deep",16.708,-169.43166,20.5,6.25,12.5,1.25,22.5,57.5,4,2,1.41953283586358,6.75,0.824218801035659,16.0066279221381,0.0477413899693897,6.67071202281445,2.07124346577864,0,24.7963248007005,6.66669074771715,0,0,0.0286731857275541,0,16.0014667183195,0,0,0,0,0,0,0,0,0,0,9.5,"SOUTH"
"388",2046,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00436",2010-01-28,"Protected Slope","Mid",16.71442,-169.46956,13.5,3.75,42.5,17.5,35,1.25,4,2,2.04642386372705,13.5,0.790001899562577,7.93779296254107,0.923204501386095,8.05970054617034,3.37259871609341,0,20.2932967261909,6.55909257932031,1.48050996242836,0,0.90254223130451,0,7.86938078271671,0.050133807073947,0,0,0,0,0,0,0,0,0,18,"SOUTH"
"389",2047,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00128",2010-01-28,"Lagoon","Mid",16.73486,-169.46269,8.5,17.5,36.25,7.5,33.75,5,4,2,2.43124152687259,15.75,0.882654657961258,19.6966891936109,0.728239286469197,11.0611588418036,3.3814389717932,0,34.8675262936769,6.65053669478271,4.40499190818604,0,0.804142639089448,0,19.7978775071301,0,0,0,0,0,0,0,0,0,0,21,"LAGOON"
"390",2049,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00147",2010-01-28,"Backreef","Shallow",16.7662,-169.50941,6,36,38.75,0,0.25,25,4,2,2.50800584553136,18.5,0.864886637959506,1.52816636105045,0.0669942959444258,10.0268751180827,3.73284331135021,0,15.3548790864278,3.90659482632847,6.12028029175426,0,0.25660169378261,0.0402115678487922,0,0,0,0,0,0,0,0,0,0,0,22.5,"BACKREEF"
"391",2050,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00464",2010-01-28,"Lagoon","Shallow",16.76044,-169.51276,14,11.75,13.75,0,43.25,31.25,4,2,2.26903483831247,15.75,0.832779060366739,2.22353772370703,0.187731873516813,3.95523415561479,2.52865792456536,0,8.895161677404,0.957786519643789,2.98239901528008,0,0.892221723067355,0,0,1.57772204946313,0,0,0,0,0,0,0,0,0,22.5,"LAGOON"
"392",2051,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00450",2010-01-28,"Backreef","Shallow",16.7374,-169.54233,4,25,20,0,32.5,22.5,4,2,2.51002489707368,19.75,0.849177895919579,0.586391291596975,1.72879837066788,8.28901799374327,2.78417852938456,0,13.3883861853927,2.60926470705657,5.28673959573052,0,0.445660314585306,0.708873125593252,0,0,0,0,0,0,0,0,0,0,0,25.5,"BACKREEF"
"393",2052,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00143",2010-01-28,"Backreef","Shallow",16.73411,-169.5452,4,43.5,21.25,0,5.25,30,4,2,2.5690384317004,20.5,0.852453421349113,6.2009626350026,7.81354819196697,8.11673107872673,5.85834277763964,0,27.9895846833359,5.51803181080448,2.00530335725033,0,1.71753254849513,6.57425396949768,3.23717716267941,2.77262977534028,0,0,0,0,0,0,0,0,0,28,"BACKREEF"
"394",2056,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00135",2010-01-29,"Protected Slope","Deep",16.70135,-169.41284,23,5,2.5,2.5,70,20,2,1,1.40962741665267,7,0.720555465346905,0,0.740208985268084,0.393396000525706,0.60834301752907,0,1.74194800332286,0.393396000525706,0,0,0.022485299282155,0,0,0,0,0,0,0,0,0,0,0,0,10,"SOUTH"
"395",2057,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00428",2010-01-29,"Lagoon","Shallow",16.74938,-169.4929,2,10,8.5,0.25,41.25,40,4,2,1.78556809336194,14.75,0.667181675556881,0,0.204568189015387,11.0407792867621,2.52693982175656,0,13.7722872975341,3.54324951780223,6.79117938948147,0,0.967467788834293,0,0,0,0,0,0,0,0,0,0,0,0,22,"LAGOON"
"396",2059,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00117",2010-01-29,"Lagoon","Shallow",16.73808,-169.51056,4,15,0,0,43.75,41.25,4,2,2.04288200989039,16.25,0.746215476026704,5.56738805940039,1.035086368033,8.17792486377286,4.2238636541094,0,19.0042629453156,1.32588242781739,6.58077710616084,0,0.740670764685925,0.703129133871728,5.56738805940039,0,0,0,0,0,0,0,0,0,0,23.5,"LAGOON"
"397",2060,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00424",2010-01-29,"Lagoon","Shallow",16.71768,-169.54195,6,29.5,12.5,0.5,19.25,38.25,4,2,2.68066268049633,20.5,0.888740405601857,4.69908928393551,1.10998033194387,19.1914114000268,3.90629830329397,0,28.9067793192002,12.7455417013512,6.0493494937983,0,0.272596501626841,0,4.29801882734393,0.401070456591576,0,0,0,0,0,0,0,0,0,29,"LAGOON"
"398",2063,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00138",2010-01-29,"Protected Slope","Deep",16.71932,-169.41367,25,5,30,5,40,20,2,1,1.53252349580499,5.5,0.960185330993153,13.0030350404383,0,2.71732391855119,3.65304256273218,0,19.3734015217217,2.24268419589699,0,0,1.2957164536957,0,0,13.0030350404383,0,0,0,0,0,0,0,0,0,10,"SOUTH"
"399",2064,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00152",2010-01-29,"Protected Slope","Mid",16.76691,-169.42522,9,30,45,5,5,15,4,2,2.26237372629258,19.75,0.759749548661749,10.0049460900643,3.81382171488974,5.7574458814907,2.03568802935657,0,21.6119017158014,5.62191951295813,0,0,0.0385786531122549,0,9.94987588398316,0,0,0,0,0,0,0,0,0,0,27.5,"SOUTH"
"400",2066,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00153",2010-01-29,"Protected Slope","Mid",16.7774,-169.4368,8,65,28.75,2.5,0,3.75,4,2,2.55245149669825,25.25,0.793269468740838,11.7899181387863,2.84011010813892,10.5585494157616,3.0587875969903,0,28.2473652596772,7.65262794046298,1.98911181854333,0,0.479229999895943,0,8.8045652220798,1.9181565948026,0,0,0,0,0,0,0,0,0,36,"SOUTH"
"401",2067,"nSPC",2010,"PRIAs","RAMP_BASIC","Johnston","Johnston","JOH-00413",2010-01-29,"Protected Slope","Mid",16.7581,-169.41562,13,31.25,61.25,5,0,2.5,4,2,1.50873190239988,18.25,0.519436023704697,9.12399260076649,2.69446013587989,54.7591933479366,2.4692466596989,0,69.0468927442819,54.040174352635,0.589422803118528,0,0.0389904437071976,1.1302471579864,3.23717716267941,5.5960915174382,0,0,0,0,0,0,0,0,0,25,"SOUTH"
"402",2069,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00108",2010-02-03,"Forereef","Deep",0.81498,-176.62407,20,11.5,21,0,8.75,33.75,4,2,1.2335517213665,35.5,0.347112991546731,94.6856648168734,50.3316785900091,9.67771571087735,12.7431921189997,0,167.43825123676,22.7603204205458,3.51329171197691,13.0058497258007,0,13.7329532267513,65.492496230508,21.779101114614,0,0,0,0,14.3677135529882,0,4.57006911419593,0,0,47,"WEST"
"403",2072,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00127",2010-02-03,"Forereef","Mid",0.81008,-176.62241,13,26.25,22.25,1.5,2.5,47.5,4,2,1.36156057875275,35,0.382960784231108,39.1383810593238,15.3216122355829,9.37288661995995,9.43566761159521,0,73.2685475264618,6.58175819914017,0,10.648462158599,0,9.08699049932532,15.9856582509366,5.37117852713965,0,7.34489287470023,0,0,0.369626532794797,0,4.51512246164289,0,0,50,"WEST"
"404",2077,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00105",2010-02-03,"Forereef","Deep",0.8009,-176.6212,21,35,47.5,1.25,5,11.25,4,2,1.30198107647137,31.25,0.379504842114415,71.4755279518099,188.704117386037,5.75003380166006,3.76899176598777,0,269.698670905494,170.800166651271,0,9.98228701436024,0.102300293679141,1.3003754338281,23.7807461705714,26.308547249273,0,11.0887296626417,0,0,17.8861146896589,0,2.04231959063525,0,0,46,"WEST"
"405",2078,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00406",2010-02-03,"Forereef","Mid",0.79838,-176.62007,12,62.5,22.5,2.5,6.25,6.25,4,2,1.53694840583535,29.25,0.454854264004989,21.6464997738045,51.8027764327709,13.1291985748073,4.18486950459079,0,90.7633442859735,55.8163445654244,0,10.2774650619445,0,2.95699427556623,9.64131170135116,0.921209823347862,0,0,0,0,0,0,1.54732487004318,0,0,38.5,"WEST"
"406",2079,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00117",2010-02-03,"Forereef","Shallow",0.80582,-176.62128,4,53.75,37.5,1.25,0,7.5,4,2,2.44021215436672,34.5,0.690040964534535,45.5047565494148,13.8714385332884,20.3406478654591,32.8511411033398,0,112.567984051502,10.1768598948734,4.68447255997603,3.56192839232445,17.2164427855275,3.58346893950669,2.75567132281135,28.6256100436268,2.583264696108,16.5487145819447,0,0,8.95175402778634,0,0.432814458595526,0,0,49.5,"WEST"
"407",2081,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00104",2010-02-04,"Forereef","Deep",0.80846,-176.61009,22,30,27.5,1.25,1.25,15,4,2,2.07065624674321,34.25,0.587481048643129,41.4355806510834,63.4196146126164,14.6800457918852,36.2276784599122,0,155.762919515497,22.2280003349106,0,11.1162322312461,11.4518919040485,49.935058263707,12.5874810526999,30.7242309577953,0,0,0,0,0,0,0.918694463612224,0,0,46.5,"EAST"
"408",2082,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00112",2010-02-04,"Forereef","Shallow",0.81667,-176.61421,5,27.5,42.5,2.5,0,27.5,4,2,2.26564305384523,21.25,0.742112125359155,2.95058226385458,4.40626763498484,17.1084058475346,3.56192998121758,0,28.0271857275916,9.38190683737036,6.93021407840189,1.10585582206395,0,0.103862271824423,1.43121899448686,0.118835690841949,0,0,0,0,0,0,0.0934340848635642,0,0,30.5,"EAST"
"409",2083,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00114",2010-02-04,"Forereef","Mid",0.80604,-176.60976,12,23.75,40,1.75,0,9.5,4,2,2.21262817939835,33,0.634153246581356,28.9136064413186,17.660330647658,8.85625859330524,16.9405873708835,0,72.3707830531654,10.8805125393735,0,5.80397248981503,1.14151770694514,12.0011858733955,2.24139312028551,19.4718993857315,4.22857211620536,0,0,0,0,0,1.83673919185719,0,0,42,"EAST"
"410",2085,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00100",2010-02-04,"Forereef","Deep",0.81117,-176.61102,22,16.25,54.5,0.5,12.5,16.25,4,2,2.10511793032506,33.25,0.599256202741116,31.3853778537897,12.0825870596212,10.0723046333202,11.9489986367998,0,65.489268183531,9.78420388609342,3.14755780514778,11.7748709416413,0.655009143561253,11.3129951134081,15.6955067059619,3.59300360217587,0,0,0,0,0,0,0.566968051899208,0,0,46,"EAST"
"411",2086,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00123",2010-02-04,"Forereef","Mid",0.79638,-176.61092,12.5,48.75,18.75,0,0,32.5,4,2,2.02843080279738,32.25,0.581020474932385,33.5724355115652,63.5112015508138,6.84999112029006,18.9638952171609,0,122.89752339983,27.4330775449102,0.844797299225005,7.538545987346,0,42.9852024717712,9.22577218481983,16.6566633127467,2.75284752642098,0,0,0,0,0,4.21707559339449,0,0,44,"EAST"
"412",2087,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00122",2010-02-04,"Forereef","Mid",0.81356,-176.61226,13.5,61.25,33.75,0,0,5,4,2,2.23876597927377,28.25,0.67114078699598,41.0435531995206,11.8211344403789,11.4159095904076,4.17246907524346,0,68.4530663055505,7.05648995341865,4.64328787269143,1.61309732883964,0,6.21941680227148,20.1343153565315,19.0963767847924,0,0,0,0,1.30434054268123,0,0.708669110095556,0,0,39,"EAST"
"413",2091,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00107",2010-02-05,"Forereef","Deep",0.78957,-176.61537,21.5,22.5,47.5,0,11.75,18.25,4,2,1.55107927859938,38.25,0.431548662980185,157.473185690251,157.306058535553,6.25705512731415,10.2790736087053,0,331.315372961823,73.0922250001979,1.96046492683977,16.8381137187265,0.637777794155706,14.961521378049,34.1400777589223,18.6045640749423,0,65.1996615992954,22.4904642724992,0,68.7304818938534,0,1.51983325943991,0,0,54,"SOUTH"
"414",2092,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00429",2010-02-05,"Forereef","Mid",0.80368,-176.62112,14,10,17.5,0.25,7.75,64.5,4,2,1.58161295562337,36.25,0.440299478125124,28.0099546660583,38.3883514273009,5.90522524032763,6.29425872494842,0,78.5977900586353,18.8563228475006,0.420126751067395,9.28259012015543,0,5.99531833239532,4.59011286487963,5.09889171235246,0,0,8.29040407082977,0,17.5292303518043,0,1.44557180975976,0,0,51,"WEST"
"415",2093,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00116",2010-02-05,"Forereef","Shallow",0.81251,-176.62303,3,53.75,30,0,0,16.25,4,2,2.08676846076848,26.75,0.636344356206095,9.8185272322975,4.94236728956033,16.2597131517215,6.99878309005302,0,38.0193907636323,8.35872200236264,4.2881473293856,2.2839191090212,0,1.8337880439068,5.63827449535269,3.81185413303432,0,0,0,0,0,0,0.067108952274718,0,0,35,"WEST"
"416",2094,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00416",2010-02-05,"Forereef","Shallow",0.80193,-176.62093,3.5,31.25,52.5,1.25,0,15,4,2,2.27443608377203,21.25,0.745818533507767,13.9471538101271,0.330648567669698,10.9276414196629,3.86031939231544,0,29.0657631897751,6.43397908378769,1.21538554674059,2.07185028994716,0,0.894873495705304,9.54701305232474,1.93381853565933,0,0,0,0,0,0,0,0,0,28,"WEST"
"417",2095,"nSPC",2010,"PRIAs","RAMP_BASIC","Howland","Howland","HOW-00101",2010-02-05,"Forereef","Deep",0.80149,-176.6097,23.5,7.5,43.75,0,7.5,41.25,4,2,2.09375229672531,36.75,0.586539359234782,45.0882610172962,17.4809500168024,6.89198019261464,9.48394073849906,0,78.9451319652122,11.9641278386531,0,14.4166331087986,0.202843687644757,7.80380611458813,14.8724889683214,12.3949627242281,0.66509643865494,3.14659733581095,0,0,0,0,0.933007727425425,0,0,53.5,"EAST"
